person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,person_home_ownership,loan_intent,loan_grade,cb_person_default_on_file,loan_status
51,147810,2,25042,12.908365404847562,0.43736488820903185,27,573,OWN,PERSONAL,F,Y,1
58,58067,24,16086,18.74379992937353,0.05244966913626076,9,597,MORTGAGE,MEDICAL,A,N,1
52,62685,2,18387,21.295873350473173,0.06582858418921848,2,350,OWN,HOMEIMPROVEMENT,F,N,1
18,142262,14,28042,13.347832480122007,0.46031971713653425,17,799,MORTGAGE,VENTURE,E,N,0
38,38073,5,24888,11.193377408025851,0.3988993684486622,27,668,OWN,HOMEIMPROVEMENT,C,N,1
65,56035,16,27514,23.756515999701342,0.25281772621267357,29,656,RENT,MEDICAL,F,N,1
23,84977,11,19323,18.542899333433382,0.3891245591650942,5,302,OWN,VENTURE,C,N,1
45,122710,21,19019,7.380426089862821,0.48003775777553975,11,553,RENT,VENTURE,B,N,1
34,110373,19,10890,6.378557562692972,0.39744028574657825,22,774,MORTGAGE,EDUCATION,D,Y,1
22,103362,23,41863,14.67099701580738,0.4290671002182449,19,805,MORTGAGE,VENTURE,B,Y,1
48,110517,28,46487,9.401801320945449,0.39227296162552777,24,555,OWN,PERSONAL,F,N,1
22,85450,10,11283,10.07969506752507,0.12569499159509373,7,449,MORTGAGE,HOMEIMPROVEMENT,B,N,1
55,30382,24,19279,22.553843576556964,0.42510834934058156,2,787,OWN,HOMEIMPROVEMENT,G,Y,1
20,24437,3,47999,6.791320486326214,0.13779896901089453,16,578,MORTGAGE,EDUCATION,D,N,1
40,90971,25,23908,19.307282304577793,0.45167509761986613,12,358,RENT,VENTURE,F,N,1
54,84612,27,48466,10.42284506761176,0.25639245413648415,23,745,MORTGAGE,MEDICAL,E,Y,1
54,110355,25,38952,20.206564428082753,0.35463953853996283,15,412,RENT,PERSONAL,E,N,1
27,81929,5,36170,19.448227689270894,0.27375838154628956,1,788,OWN,EDUCATION,D,N,0
27,122411,0,38663,5.147838028885861,0.09229591823747091,25,706,OWN,VENTURE,D,N,0
36,117518,19,45172,15.182708258431983,0.1808250384292993,13,666,OWN,MEDICAL,F,N,1
34,118864,22,48929,7.786389647560927,0.4926793342986527,23,359,RENT,VENTURE,C,N,1
38,32329,27,10343,22.324540611573536,0.48232163825141783,6,628,OWN,EDUCATION,G,N,1
31,145605,15,11637,22.431717657248132,0.1942191039449963,13,768,OWN,MEDICAL,F,N,1
26,45169,14,35724,13.366916149875161,0.4983335619103516,18,362,RENT,MEDICAL,C,N,1
63,107468,16,40791,13.887912369021612,0.4304980379736048,3,483,MORTGAGE,MEDICAL,C,N,1
18,54594,7,30134,11.065658788090541,0.3249317747445146,1,610,OWN,MEDICAL,C,N,1
68,96957,27,47830,19.33212597920062,0.06805607911745427,15,837,MORTGAGE,VENTURE,F,N,0
62,80631,25,48101,12.173227260529183,0.4556510732922708,26,476,MORTGAGE,MEDICAL,A,Y,1
30,65033,11,4907,10.355849490452675,0.30084317566894386,13,728,OWN,VENTURE,A,N,0
21,83133,26,34575,13.644621190090165,0.4408142680412463,5,372,OWN,MEDICAL,E,N,1
18,93165,21,47799,6.829750367749174,0.42549310395758405,25,466,RENT,MEDICAL,A,N,1
66,93861,20,5827,19.932064092884076,0.4248527968404887,13,524,RENT,EDUCATION,A,N,1
57,72290,9,31607,5.251928025435739,0.3641782373217073,22,308,OWN,VENTURE,C,N,1
49,114031,26,14699,17.88970123041188,0.18113681240422191,5,535,MORTGAGE,VENTURE,C,N,1
51,51750,14,38292,8.657290535097449,0.20127211598503392,28,327,RENT,HOMEIMPROVEMENT,D,N,1
45,115155,29,48961,9.648080924288262,0.18881114566220886,19,326,RENT,EDUCATION,C,N,1
48,60461,8,26883,17.7126399728008,0.059020699789654116,21,849,OWN,VENTURE,F,N,0
25,93800,1,49991,24.858869315658144,0.312156009146665,24,495,OWN,EDUCATION,D,Y,1
56,98222,4,6313,20.554349781451013,0.36447515170071476,28,502,OWN,EDUCATION,G,Y,1
43,132020,5,14598,9.51679264446784,0.4342396970863416,18,384,OWN,EDUCATION,D,N,1
51,44226,6,46826,8.520495100822675,0.11307444502222866,21,329,RENT,PERSONAL,A,N,1
20,26721,20,29807,22.324657405353406,0.2948824170395608,22,765,RENT,VENTURE,C,N,1
67,76154,24,5887,13.883678958430085,0.05360366330320229,10,398,RENT,EDUCATION,A,N,1
29,40609,0,4854,7.741056056563109,0.09279214146982827,24,489,MORTGAGE,PERSONAL,C,N,1
18,72130,22,46226,22.244228466438763,0.07439528489269688,8,311,RENT,PERSONAL,A,N,1
61,92909,25,15536,21.32184705828523,0.37646511530696913,15,329,RENT,MEDICAL,G,N,1
22,124211,6,4558,24.678127277943272,0.08647680374492142,21,337,OWN,MEDICAL,A,Y,1
47,75249,19,10772,23.19487373425368,0.3724038417014555,25,593,RENT,VENTURE,A,N,1
47,68895,24,37343,22.035806773210833,0.16233111698476252,20,659,RENT,MEDICAL,F,N,1
34,114473,29,36186,6.051487956220063,0.4449708323136228,28,479,RENT,VENTURE,G,N,1
65,25656,11,37966,7.0883073899623605,0.41591749476371637,25,411,OWN,PERSONAL,E,N,1
64,144865,15,34769,16.379663886082454,0.48102359786387444,27,743,RENT,PERSONAL,G,Y,1
40,94520,15,40887,15.629584925636417,0.44769290695611436,23,320,RENT,VENTURE,A,N,1
32,83740,10,20229,14.159264289790709,0.4699982386023563,22,444,MORTGAGE,MEDICAL,B,N,1
54,84309,20,10673,12.935786508291685,0.43643407843098847,4,798,MORTGAGE,MEDICAL,B,N,0
38,49984,3,28877,13.624209697286577,0.3620218552766849,2,445,MORTGAGE,VENTURE,B,N,1
31,138947,12,32601,16.385958682695904,0.12661661845644617,24,740,MORTGAGE,HOMEIMPROVEMENT,F,N,0
19,93822,6,39084,5.041530352001624,0.1722683834843418,6,720,OWN,MEDICAL,D,N,0
28,25901,3,17244,10.214175482657044,0.1457271347586229,28,615,MORTGAGE,EDUCATION,A,Y,1
68,51552,14,28356,15.365594413774222,0.3216136044461925,3,465,RENT,MEDICAL,G,N,1
56,111245,18,17806,19.444321973472924,0.27662897208812065,7,502,MORTGAGE,HOMEIMPROVEMENT,B,N,1
55,51055,8,24099,8.483133847907926,0.44018599872129066,10,795,OWN,PERSONAL,F,N,0
51,57685,10,45641,15.937623475748659,0.47870278992458404,23,767,MORTGAGE,PERSONAL,D,N,1
55,93965,7,38034,19.289193677715634,0.23218695032816494,6,684,MORTGAGE,PERSONAL,B,N,1
67,34716,0,41317,13.892553158278094,0.27785774897636556,16,613,OWN,MEDICAL,C,N,1
51,134099,22,20094,5.5416226734010205,0.48718236056186265,2,554,OWN,PERSONAL,E,Y,1
35,31138,24,11589,13.985363169312734,0.1743075237304146,24,322,OWN,HOMEIMPROVEMENT,A,N,1
47,55298,23,2657,10.928897754883062,0.40657584891146614,17,638,OWN,HOMEIMPROVEMENT,E,Y,1
32,71112,7,33764,23.592992154026568,0.15135795605086083,13,792,OWN,MEDICAL,E,Y,1
44,43429,12,40531,7.492267713566547,0.35665705194137237,1,810,OWN,EDUCATION,C,N,0
68,70200,21,4164,18.049519110144644,0.16412703243735388,6,665,RENT,MEDICAL,C,Y,1
51,91308,26,28542,6.054395326690023,0.44768002497412407,5,671,MORTGAGE,PERSONAL,C,N,0
69,68244,3,19437,13.92340875625393,0.30266507468150455,25,518,MORTGAGE,MEDICAL,D,N,1
55,137217,7,42247,16.079589744401613,0.13367013839347308,13,774,OWN,HOMEIMPROVEMENT,B,N,1
50,134055,2,39505,10.959098626337308,0.15096612906431872,28,722,OWN,MEDICAL,G,N,0
41,121268,28,20601,14.10151271040769,0.2722321380686451,23,655,RENT,MEDICAL,A,N,1
32,125441,8,29430,8.271075890603747,0.48272091150869545,18,759,RENT,EDUCATION,C,N,0
47,37347,28,7009,11.082476989360723,0.3963389737476445,29,802,OWN,HOMEIMPROVEMENT,F,N,1
59,36920,1,5552,17.422126498204058,0.2697393392716303,12,326,RENT,VENTURE,A,Y,1
68,51822,1,10417,11.036001117223101,0.2019736150529977,7,522,RENT,VENTURE,G,N,1
34,66659,27,42989,22.994861568177434,0.2971708220067992,15,447,OWN,HOMEIMPROVEMENT,A,N,1
22,60108,12,3671,17.568139152819796,0.38676237504287886,3,723,OWN,VENTURE,A,N,1
46,148955,14,7519,13.77298036871969,0.40276786480376,16,650,OWN,PERSONAL,C,N,1
21,109099,27,37730,5.775138711083649,0.19607395914362508,1,485,OWN,VENTURE,C,N,1
27,27967,22,13734,14.990966704093424,0.37452167069624476,27,714,MORTGAGE,PERSONAL,B,N,1
34,130719,11,46890,20.295524842501784,0.34600495101628376,16,728,MORTGAGE,HOMEIMPROVEMENT,G,N,1
27,31871,25,4722,10.311151960248273,0.48160053139833225,24,340,OWN,VENTURE,C,N,1
34,114299,3,5906,21.135471392975347,0.4689906307286067,12,692,RENT,VENTURE,C,N,1
37,97452,25,31096,10.03613532101763,0.4052206965216097,19,378,OWN,PERSONAL,A,N,1
41,94270,7,41031,21.47492775901601,0.3755276099847178,27,843,MORTGAGE,PERSONAL,B,Y,1
22,53613,8,14699,6.705366832233548,0.17331871536692411,8,749,RENT,MEDICAL,E,N,0
51,48179,22,22438,22.32367417738059,0.43068436524434,23,773,MORTGAGE,EDUCATION,C,N,1
23,140465,4,44856,14.98372901866661,0.2423775666710148,12,441,OWN,VENTURE,F,Y,1
19,72188,23,34576,10.930751792405239,0.17250824412772012,15,550,MORTGAGE,EDUCATION,C,N,1
30,75099,19,42938,10.302265008302975,0.22287234107905812,2,593,MORTGAGE,EDUCATION,E,N,1
60,55262,17,33247,13.640211178607252,0.4261709705074286,29,435,MORTGAGE,VENTURE,A,N,1
60,98213,10,44461,24.9809899620729,0.11688494701004826,17,783,RENT,PERSONAL,G,Y,1
65,137407,14,28938,9.406547868751652,0.2552714335039201,7,611,MORTGAGE,MEDICAL,B,N,0
28,38268,27,41469,7.064332977579992,0.2715609175382704,13,345,RENT,HOMEIMPROVEMENT,A,N,1
68,97866,21,18600,16.700703374373237,0.06648336391946874,1,535,OWN,VENTURE,G,N,1
64,106269,8,21435,14.770849328805141,0.1380857132966744,6,347,OWN,VENTURE,D,N,1
40,80545,16,19581,15.483925421266147,0.4220340928591354,13,497,MORTGAGE,HOMEIMPROVEMENT,C,N,1
33,123483,26,15191,18.33870835114434,0.42384532486764226,11,383,RENT,EDUCATION,G,N,1
48,112822,25,20190,10.342881397412986,0.1815867877479116,10,842,OWN,MEDICAL,F,N,0
28,92146,11,28386,23.21329990767777,0.4437037555690668,16,460,RENT,EDUCATION,G,Y,1
33,91966,6,32721,13.713441322445806,0.39730232258075654,27,727,RENT,HOMEIMPROVEMENT,D,N,1
25,59922,9,14704,7.581723902849236,0.23805836770793426,26,370,MORTGAGE,HOMEIMPROVEMENT,C,Y,1
21,99364,24,3123,19.845975134678888,0.386782854982267,24,819,MORTGAGE,MEDICAL,D,N,1
57,62913,25,26174,17.862087052357005,0.4826005840376628,23,351,RENT,HOMEIMPROVEMENT,E,N,1
21,117033,24,45301,11.314868049680742,0.25653637312940697,20,344,RENT,HOMEIMPROVEMENT,C,N,1
42,124792,9,48216,17.43037448068097,0.15729223052906766,17,592,MORTGAGE,MEDICAL,F,N,1
20,139425,26,15586,9.397239127379537,0.4738174250225701,17,764,RENT,VENTURE,C,N,1
49,75677,12,32976,13.896787186810592,0.3216849298534654,4,849,MORTGAGE,EDUCATION,D,N,0
20,122154,18,26416,22.988250443346505,0.09736932311619137,5,679,RENT,VENTURE,B,Y,1
44,69841,10,2814,7.670684663214988,0.3077072671355103,28,777,MORTGAGE,VENTURE,D,Y,0
46,66332,12,14001,12.73392899974924,0.2752614002517344,23,561,RENT,EDUCATION,C,N,1
49,112062,20,17508,21.422848494406946,0.43501500233400353,14,478,MORTGAGE,VENTURE,C,N,1
67,139863,7,20630,24.389817988123564,0.2888128353935846,20,656,RENT,MEDICAL,G,N,1
68,115694,7,14380,14.078522728435917,0.16485459545492756,10,718,OWN,EDUCATION,B,N,0
36,45032,3,49174,15.139992402866948,0.3540398287391998,14,500,OWN,PERSONAL,A,N,1
38,57846,14,36699,16.443439235675395,0.2941589536410111,28,312,RENT,VENTURE,B,N,1
22,79474,27,47335,23.646962832674216,0.15487008272009262,1,742,OWN,HOMEIMPROVEMENT,A,N,1
35,64936,10,47806,22.164135819540597,0.3081325360743085,11,585,RENT,EDUCATION,F,N,1
45,49794,10,13317,8.412022492432886,0.41969101005035875,26,557,RENT,PERSONAL,C,N,1
59,81588,0,36739,13.7351563569415,0.0628569129758047,23,847,OWN,HOMEIMPROVEMENT,G,N,0
39,90984,16,35785,14.280008563928526,0.33388296739030027,18,789,RENT,PERSONAL,E,N,0
38,70331,14,32980,20.781922232975134,0.20731333810297642,16,797,MORTGAGE,VENTURE,E,N,1
23,114397,19,24799,17.057857652108705,0.18170215059174089,29,632,RENT,HOMEIMPROVEMENT,D,N,1
18,48141,5,36183,18.084409240580257,0.22666448766250008,27,331,RENT,VENTURE,B,N,1
22,29074,23,30166,24.963998153312353,0.20391019891159173,18,342,OWN,HOMEIMPROVEMENT,B,N,1
58,26406,21,20480,6.499200869400261,0.4245075980187987,8,650,MORTGAGE,EDUCATION,E,N,1
29,117359,27,2609,9.46019647067466,0.17365901484555524,28,633,RENT,MEDICAL,A,Y,1
43,143279,24,1717,13.157918747430937,0.3799188603979634,10,569,RENT,MEDICAL,B,N,1
63,43291,14,20945,11.955648060977744,0.09232691910286492,26,712,RENT,PERSONAL,A,N,0
51,61568,8,26592,5.432911226939671,0.478128367617987,10,318,RENT,HOMEIMPROVEMENT,A,Y,1
66,117539,13,29141,6.835552129423517,0.33004248676184833,5,646,RENT,VENTURE,A,N,1
31,66851,17,31009,18.619065828071523,0.36802335967005206,10,336,RENT,EDUCATION,A,Y,1
43,119942,25,46430,22.586489267251213,0.18411769944250295,18,391,MORTGAGE,EDUCATION,G,N,1
62,74823,16,7782,15.284540225319551,0.23544345591865157,21,484,MORTGAGE,EDUCATION,D,N,1
44,43312,17,27536,15.783821590272659,0.15070027382193932,24,327,RENT,MEDICAL,D,N,1
26,63108,4,34816,10.101868656647587,0.46964123861100077,6,847,RENT,VENTURE,G,N,0
43,86918,19,26933,20.357527272674226,0.26964700119561996,3,671,OWN,EDUCATION,E,N,1
64,54171,19,12618,20.035891747345126,0.3337016520460955,8,829,MORTGAGE,EDUCATION,D,N,1
39,61779,8,9307,16.767313784353135,0.38042241373882196,9,644,MORTGAGE,PERSONAL,F,N,1
64,88828,10,27671,9.253285730226857,0.21699774099479252,5,718,RENT,HOMEIMPROVEMENT,G,N,0
47,127315,23,41673,6.940364364741789,0.3740457445426135,29,495,MORTGAGE,HOMEIMPROVEMENT,B,N,1
60,118723,21,43761,6.284771517142518,0.3541966203903531,2,377,MORTGAGE,HOMEIMPROVEMENT,F,N,1
65,32411,0,11338,16.853921332857556,0.36754670024327596,2,466,OWN,PERSONAL,G,N,1
34,122821,17,39346,21.500706382856002,0.2701534550920758,7,389,OWN,MEDICAL,D,Y,1
43,137990,5,47602,22.166608635618495,0.2223218220312277,17,563,MORTGAGE,PERSONAL,B,N,1
53,77009,26,7548,14.272441486868995,0.14993698469404543,10,771,MORTGAGE,EDUCATION,B,N,0
18,35422,1,41149,20.685425986134337,0.42108185876040183,12,507,MORTGAGE,VENTURE,A,Y,1
25,62468,14,22164,23.937603926820472,0.3237575209392554,2,570,RENT,EDUCATION,E,N,1
66,52371,28,28526,10.50340224976136,0.24995848824387273,10,562,OWN,EDUCATION,A,N,1
52,77022,25,32222,12.959206927615144,0.47479815801977515,20,805,RENT,VENTURE,G,N,1
69,91229,20,21176,23.629579851933613,0.07152746562816747,1,811,OWN,HOMEIMPROVEMENT,A,Y,1
32,119071,13,3941,11.764619346345697,0.4325773753422714,4,823,OWN,PERSONAL,F,N,1
64,71196,4,6695,23.277525806435925,0.49891216682568756,13,611,OWN,MEDICAL,D,N,1
39,100354,5,40169,24.620897245089314,0.4491239498972903,12,473,MORTGAGE,EDUCATION,F,N,1
31,116774,5,48947,18.236214571488496,0.4146964635270314,11,730,OWN,EDUCATION,D,N,1
43,116410,29,48224,21.337805790083365,0.2184376970328461,29,762,RENT,MEDICAL,F,N,1
45,46715,21,46865,19.990911284421706,0.15409138201803207,10,400,OWN,PERSONAL,B,N,1
40,47605,29,26553,18.990685152310476,0.38068273422482046,15,315,RENT,EDUCATION,D,N,1
31,119853,17,39965,11.138621459624652,0.18705891482985582,5,557,OWN,MEDICAL,D,N,1
41,51174,13,39218,6.141886758158874,0.1292178569697368,25,543,OWN,EDUCATION,F,N,0
19,29956,9,26359,11.861034650393012,0.4039366491966161,17,647,MORTGAGE,HOMEIMPROVEMENT,C,N,1
62,124444,13,25816,18.33871970407813,0.190644643506525,28,548,RENT,HOMEIMPROVEMENT,B,Y,1
43,96373,12,9378,7.0505839645560275,0.46149877826930225,5,404,OWN,EDUCATION,G,N,1
31,89252,29,2881,5.238359659564842,0.4282846901686064,2,586,OWN,EDUCATION,B,Y,1
68,81949,2,40567,7.793847452058773,0.4314381482791648,9,468,RENT,HOMEIMPROVEMENT,G,Y,1
24,82646,29,48365,19.314718528215906,0.39720637672512177,6,719,OWN,EDUCATION,C,N,1
20,90017,5,14675,24.45587403312888,0.4463966406986315,18,346,MORTGAGE,PERSONAL,F,N,1
64,83037,28,5586,24.661293992296407,0.41258610148015407,14,342,RENT,PERSONAL,F,N,1
40,109818,7,26006,14.879582982803758,0.3211301136086279,19,620,MORTGAGE,VENTURE,B,N,1
63,26548,11,42198,22.38704601984695,0.18312022336183842,14,520,RENT,PERSONAL,F,N,1
60,136981,12,23831,19.73652911503008,0.44969413694636706,8,812,RENT,EDUCATION,E,Y,1
64,123141,10,36113,15.020804739692068,0.42827163024793635,17,740,RENT,EDUCATION,E,N,1
62,93294,11,17459,16.455210659101738,0.2627956949947453,28,443,OWN,MEDICAL,G,Y,1
35,129204,0,33443,7.7445429323374215,0.06758540870087984,3,327,RENT,PERSONAL,C,N,1
55,43177,16,43316,23.753229212331842,0.33734467733086104,29,466,RENT,HOMEIMPROVEMENT,D,Y,1
52,44022,15,31595,12.038595414635536,0.07276858415446179,10,548,RENT,HOMEIMPROVEMENT,E,N,1
68,126297,10,6877,13.92298512914339,0.4668259828317832,17,656,MORTGAGE,VENTURE,G,N,1
32,140695,12,40553,18.433204619957976,0.48273406548138814,27,410,RENT,MEDICAL,F,N,1
42,25542,17,49601,11.678049430531079,0.1352705656548219,11,533,OWN,HOMEIMPROVEMENT,C,Y,1
54,111012,10,5922,10.08518321977861,0.35437522012470946,8,323,RENT,VENTURE,G,N,1
45,116320,27,5686,17.620987865404413,0.09152105205324325,1,325,RENT,PERSONAL,G,N,1
27,80428,11,33766,5.499681645636989,0.37828261785790496,13,680,MORTGAGE,MEDICAL,E,N,1
56,42740,5,15407,19.41450224053358,0.20627944976870355,21,645,OWN,MEDICAL,A,N,1
34,79353,8,33006,15.280467397530195,0.3564725502787004,4,677,OWN,EDUCATION,C,N,1
56,110353,15,32422,17.115074610418688,0.21779442914098002,7,821,OWN,PERSONAL,B,N,1
39,133132,3,13205,17.637603184937703,0.11550537942495609,14,316,RENT,MEDICAL,G,N,1
43,76532,2,22054,15.541003129851275,0.23274949122615107,5,544,RENT,VENTURE,E,N,1
61,36052,27,24527,16.650675548814718,0.10070308698565551,24,838,OWN,HOMEIMPROVEMENT,B,N,0
42,120689,15,46947,18.67576401779749,0.3095974737396256,28,501,OWN,PERSONAL,C,N,1
34,67076,23,19443,20.062376943593485,0.0684281894672659,11,547,MORTGAGE,PERSONAL,E,N,1
30,73420,26,17524,19.54904782572241,0.2872938558199369,17,417,OWN,MEDICAL,B,N,1
37,20671,25,29202,22.392329154645235,0.44886589119299336,5,308,RENT,MEDICAL,D,Y,1
42,20163,29,1016,8.788868663348055,0.42704297155371324,20,322,RENT,MEDICAL,G,N,1
21,61424,24,47142,13.02295938983595,0.4472517648319235,3,539,RENT,VENTURE,D,N,1
27,129538,11,17848,23.955921320289143,0.4649219609571983,5,326,MORTGAGE,EDUCATION,A,N,1
20,73744,10,21855,12.931811487726595,0.09703754954406241,26,380,OWN,MEDICAL,F,Y,1
58,90331,4,19211,7.497401538118453,0.10793624129407088,15,498,RENT,EDUCATION,C,N,0
62,30634,24,26095,15.508902527243592,0.30065306284090787,19,391,MORTGAGE,EDUCATION,F,N,1
35,24798,17,39724,7.189819451089243,0.4522877007909932,16,383,MORTGAGE,PERSONAL,F,N,1
64,42420,18,38583,9.057064774557304,0.4884572554358138,8,599,RENT,HOMEIMPROVEMENT,B,N,1
53,137043,22,3843,24.966375131419134,0.07081786280299998,13,595,MORTGAGE,HOMEIMPROVEMENT,A,N,1
64,140575,22,30301,15.827252767922639,0.21009833789029708,16,753,MORTGAGE,VENTURE,C,N,0
39,147158,5,27460,10.68116778080858,0.14580241459699705,3,580,RENT,VENTURE,D,N,1
51,49300,21,32918,24.895499091478122,0.3901846320190616,1,358,MORTGAGE,HOMEIMPROVEMENT,F,N,1
64,109881,17,29747,24.331178371102865,0.33808724084166436,9,641,RENT,HOMEIMPROVEMENT,B,N,1
25,30749,25,16972,13.814780821685272,0.10394961416773044,9,764,RENT,PERSONAL,F,N,0
57,124131,5,29310,10.208062175758169,0.2675849303142372,22,641,MORTGAGE,PERSONAL,E,Y,1
66,45121,3,23927,21.7679927618438,0.3584482350670811,26,361,RENT,HOMEIMPROVEMENT,D,N,1
61,148563,11,2094,19.312414339435716,0.40055242726581697,17,728,RENT,MEDICAL,F,N,1
36,57487,18,39892,18.738828700070208,0.05902371940280384,24,555,OWN,MEDICAL,E,N,1
59,113947,28,35172,22.86227482644945,0.4507113082927504,2,646,RENT,PERSONAL,E,N,1
58,53361,26,24324,18.788342677426492,0.306176622327736,9,825,OWN,EDUCATION,B,N,0
54,41223,28,21674,10.675958860830983,0.4153591017319571,24,603,OWN,HOMEIMPROVEMENT,B,Y,1
23,92930,1,4982,18.877263237514647,0.41357211350642753,19,544,OWN,VENTURE,E,N,1
69,34056,16,46283,11.11627022567328,0.13543369712193612,13,711,OWN,MEDICAL,A,Y,1
43,48380,10,16790,20.1847795931399,0.0995774541141349,5,516,MORTGAGE,EDUCATION,F,Y,1
51,46035,10,13205,17.39495708983132,0.374579271038222,9,815,MORTGAGE,MEDICAL,E,N,1
62,50620,20,25338,6.548231039695011,0.12039211346972858,13,773,RENT,EDUCATION,E,N,0
23,39877,15,13748,15.256707248702842,0.4324718711321257,1,335,RENT,HOMEIMPROVEMENT,B,Y,1
54,145481,1,22097,11.866019383914818,0.3767852677379473,25,477,RENT,HOMEIMPROVEMENT,F,N,1
50,75316,1,4092,11.571412654645885,0.4288214139643681,15,686,MORTGAGE,HOMEIMPROVEMENT,C,N,1
39,84041,22,23692,17.045126047545146,0.18455570582420572,4,316,OWN,PERSONAL,D,N,1
38,128940,7,24862,11.446496489388498,0.19246912718475606,4,347,MORTGAGE,EDUCATION,B,N,1
23,137360,12,25860,20.537874964097455,0.35204970035584293,20,361,MORTGAGE,VENTURE,F,N,1
23,73352,9,14971,6.415828720223489,0.0641506797765264,10,368,RENT,VENTURE,F,N,1
65,50911,7,15616,18.20776504791651,0.3769235358518402,28,665,RENT,HOMEIMPROVEMENT,G,N,1
21,52784,29,5933,21.183896073134825,0.42610238188457056,25,461,RENT,VENTURE,A,N,1
47,23191,3,5926,18.456633798408603,0.2368236139718468,6,787,OWN,MEDICAL,D,N,0
28,53160,14,26763,14.944583900399914,0.3941954735398109,27,730,OWN,EDUCATION,B,N,1
47,110536,29,4969,24.006140274723624,0.12857491264201787,24,788,MORTGAGE,EDUCATION,B,N,1
48,124576,0,36733,10.998769795961271,0.1950171772187681,12,529,OWN,EDUCATION,C,N,1
41,84641,10,5319,5.383357750499556,0.48843723339971484,20,669,RENT,MEDICAL,G,N,0
26,69723,6,42743,13.639787429268818,0.4938476781020568,16,477,OWN,PERSONAL,G,N,1
20,23631,16,40876,5.6602387180065445,0.2806722738597146,3,709,OWN,MEDICAL,A,N,0
68,26172,26,42909,24.078735050528174,0.4704214061587446,14,569,OWN,EDUCATION,G,N,1
48,62080,19,21323,9.19836091496103,0.2852288051255846,1,505,OWN,EDUCATION,A,N,1
57,109097,23,17428,20.77854047897759,0.18121465767252082,10,381,RENT,EDUCATION,F,N,1
54,110353,17,35578,20.491441663487297,0.17010467964444734,15,492,RENT,VENTURE,F,N,1
53,40281,21,21950,9.35457799365867,0.46827756741566695,7,488,MORTGAGE,PERSONAL,B,N,1
41,48671,28,44041,17.424530609603345,0.1276008750382366,4,575,MORTGAGE,MEDICAL,C,Y,1
48,142811,21,42789,5.961579369729004,0.3108346061908182,14,373,MORTGAGE,EDUCATION,B,Y,1
23,71431,11,19293,14.67149171407735,0.29998628062822386,24,309,OWN,HOMEIMPROVEMENT,G,N,1
19,110900,8,7364,5.292942545449735,0.3828297580938477,16,515,OWN,PERSONAL,E,N,1
37,142139,4,36349,23.422877603616836,0.27465930838614866,14,589,RENT,HOMEIMPROVEMENT,F,N,1
45,127210,9,1691,24.521720483991434,0.1725285473186604,3,744,MORTGAGE,PERSONAL,E,Y,1
28,147734,3,31062,9.445655332771706,0.12622842483421035,17,492,RENT,EDUCATION,G,N,1
21,112961,4,1931,9.162120691927456,0.3293684615776513,21,588,MORTGAGE,PERSONAL,C,N,1
32,135463,27,46896,20.074403531242595,0.3735458405839549,14,443,MORTGAGE,PERSONAL,B,N,1
23,48602,27,32730,10.06758797658669,0.30628457540691467,18,688,MORTGAGE,EDUCATION,F,N,1
66,108789,9,15226,22.9015311832369,0.38225807470453765,3,706,OWN,HOMEIMPROVEMENT,C,N,1
47,71399,10,14861,16.478582722459645,0.11368454110248206,22,669,MORTGAGE,HOMEIMPROVEMENT,B,N,1
55,43472,20,32301,12.015552460206242,0.44711158772441095,19,740,MORTGAGE,VENTURE,B,N,1
68,69230,23,49243,21.6538749269884,0.31207797878382637,3,828,OWN,HOMEIMPROVEMENT,E,N,1
19,93616,9,23766,14.868134008267903,0.10707976710166872,12,312,MORTGAGE,HOMEIMPROVEMENT,D,N,1
32,27099,27,37174,23.23265827416951,0.2578663418925808,22,639,OWN,PERSONAL,G,N,1
28,138614,7,42107,23.56028473458762,0.43015628203966016,5,611,OWN,VENTURE,A,N,1
25,45431,1,18695,8.308403042568187,0.45390298705392207,10,403,RENT,EDUCATION,F,N,1
43,76492,22,42347,5.046468122638606,0.16909227724944267,9,638,OWN,EDUCATION,A,N,0
68,116722,7,4121,24.678618802848046,0.3700696211197039,1,497,OWN,MEDICAL,C,N,1
62,67684,15,19257,23.122750722549586,0.09499336136769951,13,599,OWN,VENTURE,A,N,1
61,50111,26,29164,6.108904714076829,0.06509564213547102,3,743,MORTGAGE,PERSONAL,E,Y,0
22,125387,21,26491,21.660685278821397,0.30217952921897423,19,658,RENT,MEDICAL,D,N,1
23,83936,4,24165,14.156098651184132,0.36267241069765666,11,667,MORTGAGE,MEDICAL,F,Y,1
43,42614,26,49714,10.179232100499505,0.4081040290294259,16,468,OWN,EDUCATION,G,N,1
21,112260,24,4748,22.574930473538597,0.2030973073049006,6,448,OWN,HOMEIMPROVEMENT,B,N,1
36,61991,28,34045,8.933344647806145,0.05293643469299915,24,341,RENT,PERSONAL,B,Y,1
37,90476,2,27553,23.94599998840134,0.2657836567001092,3,501,RENT,VENTURE,G,N,1
50,137959,11,45331,9.112429753986822,0.057134095418105144,19,543,OWN,MEDICAL,E,N,1
37,80920,12,31497,17.27366375457487,0.09139302980185998,6,763,OWN,PERSONAL,F,N,0
66,114294,12,32308,9.461726690579496,0.1970100601392868,8,748,MORTGAGE,EDUCATION,A,N,0
